source_file,card_name,move_name,damage,energy_cost,effect_text
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,777,Power Rush,130,Basic Pokémon,"Flip a coin. If tails, during your next turn, this Pokémon can’t use attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,778,Seed Bomb,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,779,Disperse Drool,20,Stage 1 Pokémon,This attack also does 20 damage to each Benched Pokémon (both yours and your opponent’s). (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,780,Pollen Bomb,30,Stage 2 Pokémon,Your opponent’s Active Pokémon is now Asleep and Poisoned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,780,Lively Flower,60,Stage 2 Pokémon,"If this Pokémon was healed during this turn, this attack does 120 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,781,Juggernaut Horn,100,Basic Pokémon,"If this Pokémon was damaged by an attack during your opponent’s last turn, this attack does that much more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,781,Mountain Ramming,170,Basic Pokémon,Discard the top 2 cards of your opponent’s deck.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,782,Headbutt,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,783,Mega Drain,30,Stage 1 Pokémon,Heal 30 damage from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,784,Ability] Excited Heal,,Stage 2 Pokémon,"Once during your turn, if you have any {G} Mega Evolution Pokémon {ex} in play, you may use this Ability. Heal 60 damage from 1 of your Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,784,Lunge Out,120,Stage 2 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,785,Bug’s Cannon,,Basic Pokémon,This attack does 20 damage to 1 of your opponent’s Pokémon for each {G} Energy attached to this Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,785,Speed Attack,110,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,786,Flail Around,10×,Basic Pokémon,Flip 3 coins. This attack does 10 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,787,Low Kick,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,787,Jumping Shot,150,Stage 1 Pokémon,Shuffle this Pokémon and all attached cards into your deck.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,788,Ability] Agile,,Basic Pokémon,"If this Pokémon has no Energy attached, it has no Retreat Cost."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,788,Live Coal,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,789,Steady Firebreathing,40,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,790,Inferno X,90×,Stage 2 Pokémon,"Discard any amount of {R} Energy from among your Pokémon, and this attack does 90 damage for each card you discarded in this way."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,791,Fighting Wings,20,Basic Pokémon,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 90 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,792,Blaze Ball,10,Basic Pokémon,This attack does 20 more damage for each {R} Energy attached to this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,793,Blaze Ball,40,Stage 1 Pokémon,This attack does 40 more damage for each {R} Energy attached to this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,794,Combustion,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,794,Burning Flare,240,Basic Pokémon,This Pokémon also does 60 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,795,Ability] Excited Turbo,,Basic Pokémon,"As often as you like during your turn, if you have any {R} Mega Evolution Pokémon {ex} in play, you may use this Ability. Attach a Basic {R} Energy card from your hand to 1 of your Benched {R} Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,795,Fire Wing,110,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,796,Gather Strength,,Basic Pokémon,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,796,Chop,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,797,Infernal Slash,220,Stage 1 Pokémon,"Discard 4 Basic {R} Energy cards from your hand. If you can’t discard 4 cards in this way, this attack does nothing."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,798,Bubble Drain,20,Basic Pokémon,Heal 20 damage from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,799,Ability] Thick Fat,,Stage 1 Pokémon,This Pokémon takes 30 less damage from attacks from your opponent’s {R} or {W} Pokémon (after applying Weakness and Resistance).
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,799,Slam,70×,Stage 1 Pokémon,Flip 2 coins. This attack does 70 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,800,Stampede,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,800,Icy Snow,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,801,Rising Lunge,30,Stage 1 Pokémon,"Flip a coin. If heads, this attack does 30 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,801,Frost Smash,70,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,802,Wreck,120,Stage 2 Pokémon,"If a Stadium is in play, this attack does 120 more damage. Then, discard that Stadium."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,802,Blizzard Edge,200,Stage 2 Pokémon,Discard 2 Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,803,Crystal Fall,30,Basic Pokémon,"If you have at least 4 {W} Energy in play, this attack does 90 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,804,Call for Support,,Basic Pokémon,"Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,804,Tackle,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,805,Peck,20,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,805,Targeted Dive,,Stage 1 Pokémon,This attack does 70 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,806,Ability] Multi Adapter,,Basic Pokémon,"Each of your Pokémon that has ""Rotom"" in its name may have up to 2 Pokémon Tool cards attached. If this Ability goes away, discard Pokémon Tools from those Pokémon until only 1 remains on each."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,806,Thunderbolt,130,Basic Pokémon,Discard all Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,807,Play Rough,20,Basic Pokémon,"Flip a coin. If heads, this attack does 20 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,808,Electric Run,70,Stage 1 Pokémon,"Flip a coin. If heads, this attack does 70 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,809,Growl,,Basic Pokémon,"During your opponent’s next turn, attacks used by the Defending Pokémon do 30 less damage (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,809,Tiny Charge,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,810,Electric Punch,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,811,Voltaic Fist,130,Stage 2 Pokémon,You may have this Pokémon also do 60 damage to itself and make your opponent’s Active Pokémon Paralyzed.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,812,Petty Grudge,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,813,Ability] Swirling Prose,,Stage 1 Pokémon,"As long as this Pokémon is in the Active Spot, whenever your opponent’s Active Pokémon moves to the Bench during their turn, their new Active Pokémon is now Confused."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,813,Hexa-Magic,150,Stage 1 Pokémon,You may draw cards until you have 6 cards in your hand.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,814,Collect,,Basic Pokémon,Draw a card.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,815,Healing Fluff,,Stage 1 Pokémon,Heal all damage from 1 of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,815,U-turn,50,Stage 1 Pokémon,Switch this Pokémon with 1 of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,816,Limit Break,50,Basic Pokémon,"If your opponent has 3 or fewer Prize cards remaining, this attack does 90 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,817,Sneaky Placement,,Basic Pokémon,Place 1 damage counter on 1 of your opponent’s Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,818,Ability] Prison Panic,,Stage 1 Pokémon,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Make your opponent’s Active Pokémon Confused."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,818,Psychic Sphere,80,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,819,Raging Charge,40×,Basic Pokémon,This attack does 40 damage for each of your Pokémon that has “Tauros” in its name that has any damage counters on it.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,819,Double-Edge,70,Basic Pokémon,This Pokémon also does 20 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,820,Poison Jab,10,Basic Pokémon,Your opponent’s Active Pokémon is now Poisoned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,821,Poison Ring,50,Stage 1 Pokémon,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,822,Double Headbutt,10×,Basic Pokémon,Flip 2 coins. This attack does 10 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,823,Super Vibration,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,824,Ability] Sandy Flapping,,Stage 2 Pokémon,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. You may also use this Ability if this Pokémon is in the Active Spot and is Knocked Out by damage from an attack from your opponent’s Pokémon. Discard the top 2 cards of your opponent’s deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,824,Cutting Wind,130,Stage 2 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,825,Dig Claws,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,825,Scratch,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,826,Retaliatory Claw,20,Stage 1 Pokémon,"If this Pokémon’s remaining HP is 50 or less, this attack does 170 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,826,Cut,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,827,Reckless Charge,30,Basic Pokémon,This Pokémon also does 10 damage to itself.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,828,Greedy Fang,70,Stage 1 Pokémon,Draw 2 cards.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,828,Hungry Jaws,120,Stage 1 Pokémon,"If this Pokémon has any damage counters on it, this attack does 150 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,829,Ability] Excited Power,,Basic Pokémon,"If you have any {D} Mega Evolution Pokémon {ex} in play, attacks used by this Pokémon do 120 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,829,Pitch-Black Fangs,120,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,830,Ram,10,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,830,Rear Kick,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,831,Bite,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,831,Confront,60,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,832,Vengeful Fang,60,Stage 2 Pokémon,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 160 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,832,Hammer In,160,Stage 2 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,833,Call for Family,,Basic Pokémon,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,833,Playful Kick,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,834,Ability] Sinister Surge,,Stage 1 Pokémon,"Once during your turn, you may use this Ability. Search your deck for a Basic {D} Energy card and attach it to 1 of your Benched {D} Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, place 2 damage counters on that Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,834,Gentle Slap,100,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,835,Ability] Emperor’s Stance,,Stage 2 Pokémon,Prevent all effects of attacks used by your opponent’s Pokémon done to this Pokémon. (Damage is not an effect.)
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,835,Iron Feathers,210,Stage 2 Pokémon,"During your opponent’s next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance)."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,836,Iron Defense,,Basic Pokémon,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage done to this Pokémon by attacks."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,836,Rollout,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,837,Triple Draw,,Stage 1 Pokémon,Draw 3 cards.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,837,Tool Drop,40×,Stage 1 Pokémon,This attack does 40 damage for each Pokémon Tool attached to all Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,838,Find a Friend,,Basic Pokémon,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,838,Gnaw,30,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,839,Hyper Beam,70,Basic Pokémon,Discard an Energy from your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,840,Coated Attack,120,Stage 1 Pokémon,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,841,Ball Roll,20×,Basic Pokémon,Flip a coin until you get tails. This attack does 20 damage for each heads.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,842,Round,40×,Stage 1 Pokémon,This attack does 40 damage for each of your Pokémon in play that has the Round attack.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,842,Seismic Toss,100,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,843,Astonish,20,Basic Pokémon,"Choose a random card from your opponent’s hand, and your opponent reveals that card and shuffles it into their deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,844,Slap,50,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,844,Dual Tail,,Stage 1 Pokémon,"Discard 2 Energy from this Pokémon, and this attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,845,Energizing Sketch,,Basic Pokémon,Flip 3 coins. Attach an amount of Basic Energy up to the number of heads from your discard pile to your Benched Pokémon in any way you like.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,845,Hook,40,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,846,Surprise Attack,30,Basic Pokémon,"Flip a coin. If tails, this attack does nothing."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,847,Ability] Excited Dash,,Stage 1 Pokémon,"Once during your turn, if this Pokémon is on your Bench, and if you have any Mega Evolution Pokémon {ex} in play, you may use this Ability. Switch this Pokémon with your Active Pokémon."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,847,Slash,70,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,848,Run Around,,Basic Pokémon,Switch this Pokémon with 1 of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,848,Kick,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,849,Gale Thrust,60,Stage 1 Pokémon,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 170 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,849,Spiky Hopper,160,Stage 1 Pokémon,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,850,Bug Bite,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,851,Ability] Multiplying Cocoon,,Stage 1 Pokémon,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Search your deck for a Silcoon or a Cascoon and put it onto your Bench. Then, shuffle your deck."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,851,Tackle,30,Stage 1 Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,852,Stun Spore,40,Stage 2 Pokémon,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,852,Energy Straw,80×,Stage 2 Pokémon,"Your opponent reveals their hand, and this attack does 80 damage for each Energy card you find there."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,853,Trading Places,,Stage 1 Pokémon,Switch this Pokémon with 1 of your Benched Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,854,Ability] Boisterous Wind,,Stage 2 Pokémon,"Once during your turn, you may use this Ability. Flip a coin. If heads, put an Energy attached to your opponent’s Active Pokémon into their hand."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,854,Twilight Poison,100,Stage 2 Pokémon,Your opponent’s Active Pokémon is now Asleep and Poisoned.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,855,Flare Fall,30,Basic Pokémon,"If you have at least 4 {R} Energy in play, this attack does 90 more damage."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,856,Ability] Incandescent Body,,Basic Pokémon,"If this Pokémon is in the Active Spot and is damaged by an attack from your opponent’s Pokémon (even if this Pokémon is Knocked Out), the Attacking Pokémon is now Burned."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,856,Combustion,20,Basic Pokémon,nan
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,857,Roasting Burn,110,Stage 1 Pokémon,"If your opponent’s Active Pokémon isn’t Burned, this attack does nothing."
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,857,Power Stomp,170,Stage 1 Pokémon,Discard 2 Energy from this Pokémon.
D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\data\raw\EN_Card_Data.csv,858,Ability] Damp,,Basic Pokémon,Pokémon in play (both yours and your opponent’s) lose any Ability that requires the Pokémon using it to Knock Out itself.
