variant_id,source_scenario_id,dataset_split
NB48_LOSS_71__critical_hp_decision__9a4cfd75735d,NB48_LOSS_71,validation
NB48_LOSS_71__early_pressure__03b182557dd0,NB48_LOSS_71,validation
NB48_LOSS_71__late_game_prize_pressure__68bb695130b9,NB48_LOSS_71,validation
NB48_LOSS_71__opening_one_energy__98ab8afaef72,NB48_LOSS_71,validation
NB48_LOSS_71__opening_zero_energy__5459f74cebee,NB48_LOSS_71,validation
NB48_LOSS_71__opponent_under_pressure__861581a0634b,NB48_LOSS_71,validation
NB48_LOSS_71__player_under_pressure__473ceba114e9,NB48_LOSS_71,validation
NB48_LOSS_74__balanced_midgame__d91decb00219,NB48_LOSS_74,test
NB48_LOSS_74__counterfactual_side_early__8e3a3346d0e4,NB48_LOSS_74,test
NB48_LOSS_74__counterfactual_side_late__0521df11bfe7,NB48_LOSS_74,test
NB48_LOSS_74__critical_hp_decision__498572d1c5b9,NB48_LOSS_74,test
NB48_LOSS_74__early_pressure__2631bacb12c0,NB48_LOSS_74,test
NB48_LOSS_74__late_game_prize_pressure__2f0643309d62,NB48_LOSS_74,test
NB48_LOSS_74__opening_one_energy__1c24bf3eff7b,NB48_LOSS_74,test
NB48_LOSS_74__opening_zero_energy__61ab181ce368,NB48_LOSS_74,test
NB48_LOSS_74__opponent_under_pressure__88af114c1465,NB48_LOSS_74,test
NB48_LOSS_74__player_under_pressure__1658e6c33626,NB48_LOSS_74,test
NB48_LOSS_76__balanced_midgame__db60e8ab8f17,NB48_LOSS_76,train
NB48_LOSS_76__counterfactual_side_early__1c18677baef1,NB48_LOSS_76,train
NB48_LOSS_76__counterfactual_side_late__a95f017b87b2,NB48_LOSS_76,train
NB48_LOSS_76__critical_hp_decision__d92ee104753a,NB48_LOSS_76,train
NB48_LOSS_76__early_pressure__61d5cb32fa0a,NB48_LOSS_76,train
NB48_LOSS_76__late_game_prize_pressure__83fc0f0538c4,NB48_LOSS_76,train
NB48_LOSS_76__opening_one_energy__b08da9536e52,NB48_LOSS_76,train
NB48_LOSS_76__opening_zero_energy__b53a383690f9,NB48_LOSS_76,train
NB48_LOSS_76__opponent_under_pressure__5bb7831f5b53,NB48_LOSS_76,train
NB48_LOSS_76__player_under_pressure__90ce6ae14b5f,NB48_LOSS_76,train
NB48_LOSS_82__balanced_midgame__f38b641ffa95,NB48_LOSS_82,validation
NB48_LOSS_82__counterfactual_side_early__b4211f2894d0,NB48_LOSS_82,validation
NB48_LOSS_82__counterfactual_side_late__09ca96c96bdf,NB48_LOSS_82,validation
NB48_LOSS_82__critical_hp_decision__2c4bac46ffc5,NB48_LOSS_82,validation
NB48_LOSS_82__early_pressure__488b9b62463d,NB48_LOSS_82,validation
NB48_LOSS_82__late_game_prize_pressure__4a05dfafb614,NB48_LOSS_82,validation
NB48_LOSS_82__opening_one_energy__84a4a000868d,NB48_LOSS_82,validation
NB48_LOSS_82__opening_zero_energy__cdd440559ebc,NB48_LOSS_82,validation
NB48_LOSS_82__opponent_under_pressure__5910fef44c0b,NB48_LOSS_82,validation
NB48_LOSS_82__player_under_pressure__7f5a9e779e0c,NB48_LOSS_82,validation
NB48_LOSS_83__balanced_midgame__d9636cdfb89a,NB48_LOSS_83,validation
NB48_LOSS_83__counterfactual_side_early__63e114aa2a2d,NB48_LOSS_83,validation
NB48_LOSS_83__counterfactual_side_late__4d29dd1c3b30,NB48_LOSS_83,validation
NB48_LOSS_83__critical_hp_decision__5fa60c428c19,NB48_LOSS_83,validation
NB48_LOSS_83__early_pressure__eda8d50dd6e0,NB48_LOSS_83,validation
NB48_LOSS_83__late_game_prize_pressure__ca838ce36cea,NB48_LOSS_83,validation
NB48_LOSS_83__opening_one_energy__8ba9ac8aac13,NB48_LOSS_83,validation
NB48_LOSS_83__opening_zero_energy__c592a22c6d65,NB48_LOSS_83,validation
NB48_LOSS_83__opponent_under_pressure__71136079150d,NB48_LOSS_83,validation
NB48_LOSS_83__player_under_pressure__8fbcf381d303,NB48_LOSS_83,validation
NB48_LOSS_88__balanced_midgame__e44510bdc3f3,NB48_LOSS_88,train
NB48_LOSS_88__counterfactual_side_early__78e038ef12bc,NB48_LOSS_88,train
NB48_LOSS_88__counterfactual_side_late__1932c45d5808,NB48_LOSS_88,train
NB48_LOSS_88__critical_hp_decision__4253ed5d3c2d,NB48_LOSS_88,train
NB48_LOSS_88__early_pressure__76098742e593,NB48_LOSS_88,train
NB48_LOSS_88__late_game_prize_pressure__d77cc056dc02,NB48_LOSS_88,train
NB48_LOSS_88__opening_one_energy__587766b7f05c,NB48_LOSS_88,train
NB48_LOSS_88__opening_zero_energy__babe09e0f4f6,NB48_LOSS_88,train
NB48_LOSS_88__opponent_under_pressure__0149f3a19372,NB48_LOSS_88,train
NB48_LOSS_88__player_under_pressure__03153d1e7b4f,NB48_LOSS_88,train
NB48_LOSS_94__balanced_midgame__9a80d0e76473,NB48_LOSS_94,validation
NB48_LOSS_94__counterfactual_side_early__edf05900e0bb,NB48_LOSS_94,validation
NB48_LOSS_94__counterfactual_side_late__5e37075b6f9f,NB48_LOSS_94,validation
NB48_LOSS_94__critical_hp_decision__fa8c6dd0f2b5,NB48_LOSS_94,validation
NB48_LOSS_94__early_pressure__6befacc2a0e1,NB48_LOSS_94,validation
NB48_LOSS_94__late_game_prize_pressure__0f7b6083fb78,NB48_LOSS_94,validation
NB48_LOSS_94__opening_one_energy__8bbf8d238857,NB48_LOSS_94,validation
NB48_LOSS_94__opening_zero_energy__e2d65fbaa3e5,NB48_LOSS_94,validation
NB48_LOSS_94__opponent_under_pressure__56e8faf5d04a,NB48_LOSS_94,validation
NB48_LOSS_94__player_under_pressure__ac031c768e5e,NB48_LOSS_94,validation
