variant_id,source_scenario_id,source_match_id,queue_position,variant_name,variant_seed,side_mode,source_normalized_side,variant_normalized_side,current_player,baseline_name,player_card,opponent_card,turn_number,player_energy,opponent_energy,player_damage,opponent_damage,player_damage_fraction,opponent_damage_fraction,prize_cards_remaining,hand_size,terminal,legal_move_count,accepted,curriculum_priority,hard_example_rank,trace_file
NB48_LOSS_82__opening_zero_energy__cdd440559ebc,NB48_LOSS_82,82,93,opening_zero_energy,617586940,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__opening_one_energy__84a4a000868d,NB48_LOSS_82,82,93,opening_one_energy,4243054514,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__early_pressure__488b9b62463d,NB48_LOSS_82,82,93,early_pressure,3989349727,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__balanced_midgame__f38b641ffa95,NB48_LOSS_82,82,93,balanced_midgame,2510103974,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__player_under_pressure__7f5a9e779e0c,NB48_LOSS_82,82,93,player_under_pressure,1251400810,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__opponent_under_pressure__5910fef44c0b,NB48_LOSS_82,82,93,opponent_under_pressure,3159645264,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__late_game_prize_pressure__4a05dfafb614,NB48_LOSS_82,82,93,late_game_prize_pressure,1675518621,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__critical_hp_decision__2c4bac46ffc5,NB48_LOSS_82,82,93,critical_hp_decision,51208388,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__counterfactual_side_early__b4211f2894d0,NB48_LOSS_82,82,93,counterfactual_side_early,3442805552,FLIP,Opponent,Player,Player,Random Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_82__counterfactual_side_late__09ca96c96bdf,NB48_LOSS_82,82,93,counterfactual_side_late,675525831,FLIP,Opponent,Player,Player,Random Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,2.0,93,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_82.jsonl
NB48_LOSS_94__opening_zero_energy__e2d65fbaa3e5,NB48_LOSS_94,94,94,opening_zero_energy,2852841090,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__opening_one_energy__8bbf8d238857,NB48_LOSS_94,94,94,opening_one_energy,2362818782,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__early_pressure__6befacc2a0e1,NB48_LOSS_94,94,94,early_pressure,2774797236,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,3,1,2,12.0,2.5,0.15,0.05,5,6,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__balanced_midgame__9a80d0e76473,NB48_LOSS_94,94,94,balanced_midgame,2008028372,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,5,2,2,20.0,12.5,0.25,0.25,4,5,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__player_under_pressure__ac031c768e5e,NB48_LOSS_94,94,94,player_under_pressure,1341969639,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,6,2,3,40.0,7.5,0.5,0.15,4,4,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__opponent_under_pressure__56e8faf5d04a,NB48_LOSS_94,94,94,opponent_under_pressure,4176148671,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,6,3,2,12.0,25.0,0.15,0.5,4,5,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__late_game_prize_pressure__0f7b6083fb78,NB48_LOSS_94,94,94,late_game_prize_pressure,1774218777,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,9,3,3,32.0,20.0,0.4,0.4,2,3,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__critical_hp_decision__fa8c6dd0f2b5,NB48_LOSS_94,94,94,critical_hp_decision,1677402186,PRESERVE,Opponent,Opponent,Opponent,Random Baseline,Bulbasaur,Eevee,10,4,4,56.0,27.5,0.7,0.55,2,3,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__counterfactual_side_early__edf05900e0bb,NB48_LOSS_94,94,94,counterfactual_side_early,918464005,FLIP,Opponent,Player,Player,Random Baseline,Bulbasaur,Eevee,3,1,1,8.0,5.0,0.1,0.1,5,6,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_94__counterfactual_side_late__5e37075b6f9f,NB48_LOSS_94,94,94,counterfactual_side_late,4224329475,FLIP,Opponent,Player,Player,Random Baseline,Bulbasaur,Eevee,8,3,3,36.0,22.5,0.45,0.45,3,4,False,1,True,2.0,94,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_94.jsonl
NB48_LOSS_111__opening_zero_energy__8f82b4c89f9a,NB48_LOSS_111,111,95,opening_zero_energy,1972051759,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__opening_one_energy__025fa7c4c42c,NB48_LOSS_111,111,95,opening_one_energy,3823592087,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__early_pressure__2fe5dea8ba70,NB48_LOSS_111,111,95,early_pressure,1442143968,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,0.15,0.05,5,6,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__balanced_midgame__b9dc3fdd8e4f,NB48_LOSS_111,111,95,balanced_midgame,522537734,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,5,2,2,12.5,20.0,0.25,0.25,4,5,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__player_under_pressure__dd56cfe90e86,NB48_LOSS_111,111,95,player_under_pressure,1697045385,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,2,3,25.0,12.0,0.5,0.15,4,4,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__opponent_under_pressure__77d5c6db3b9e,NB48_LOSS_111,111,95,opponent_under_pressure,1899526970,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,3,2,7.5,40.0,0.15,0.5,4,5,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__late_game_prize_pressure__94b3ebdaf387,NB48_LOSS_111,111,95,late_game_prize_pressure,4035424629,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,9,3,3,20.0,32.0,0.4,0.4,2,3,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__critical_hp_decision__585d1c42f2c2,NB48_LOSS_111,111,95,critical_hp_decision,304550894,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,10,4,4,35.0,44.0,0.7,0.55,2,3,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__counterfactual_side_early__1fd4df67b05f,NB48_LOSS_111,111,95,counterfactual_side_early,3928119980,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,3,1,1,5.0,8.0,0.1,0.1,5,6,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_111__counterfactual_side_late__da2a7c89c6c9,NB48_LOSS_111,111,95,counterfactual_side_late,924067850,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,8,3,3,22.5,36.0,0.45,0.45,3,4,False,1,True,2.0,95,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_111.jsonl
NB48_LOSS_123__opening_zero_energy__a453bbb61252,NB48_LOSS_123,123,96,opening_zero_energy,2433891410,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__opening_one_energy__262309e2238f,NB48_LOSS_123,123,96,opening_one_energy,4156297234,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__early_pressure__0dfc0444848d,NB48_LOSS_123,123,96,early_pressure,1343400513,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,0.15,0.05,5,6,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__balanced_midgame__f7d8c4bbf670,NB48_LOSS_123,123,96,balanced_midgame,3363894062,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,5,2,2,12.5,20.0,0.25,0.25,4,5,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__player_under_pressure__3a069279e8c7,NB48_LOSS_123,123,96,player_under_pressure,1508544974,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,2,3,25.0,12.0,0.5,0.15,4,4,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__opponent_under_pressure__134ac2cf4c2a,NB48_LOSS_123,123,96,opponent_under_pressure,2561793859,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,3,2,7.5,40.0,0.15,0.5,4,5,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__late_game_prize_pressure__ede7934d7c41,NB48_LOSS_123,123,96,late_game_prize_pressure,1306281566,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,9,3,3,20.0,32.0,0.4,0.4,2,3,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__critical_hp_decision__41a31f717375,NB48_LOSS_123,123,96,critical_hp_decision,2839565244,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,10,4,4,35.0,44.0,0.7,0.55,2,3,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__counterfactual_side_early__7d826a236356,NB48_LOSS_123,123,96,counterfactual_side_early,3214028288,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,3,1,1,5.0,8.0,0.1,0.1,5,6,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_123__counterfactual_side_late__45667389c9ee,NB48_LOSS_123,123,96,counterfactual_side_late,3819526136,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,8,3,3,22.5,36.0,0.45,0.45,3,4,False,1,True,2.0,96,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_123.jsonl
NB48_LOSS_135__opening_zero_energy__f5742c38662c,NB48_LOSS_135,135,97,opening_zero_energy,2501687140,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__opening_one_energy__fd1b26dc8fa2,NB48_LOSS_135,135,97,opening_one_energy,3536291681,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__early_pressure__e51ae4e71549,NB48_LOSS_135,135,97,early_pressure,1784561608,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,0.15,0.05,5,6,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__balanced_midgame__41f0acad301a,NB48_LOSS_135,135,97,balanced_midgame,3155928722,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,5,2,2,12.5,20.0,0.25,0.25,4,5,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__player_under_pressure__3efd11199c11,NB48_LOSS_135,135,97,player_under_pressure,2880160353,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,2,3,25.0,12.0,0.5,0.15,4,4,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__opponent_under_pressure__45f8d3e5bed5,NB48_LOSS_135,135,97,opponent_under_pressure,4082271653,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,3,2,7.5,40.0,0.15,0.5,4,5,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__late_game_prize_pressure__c271ebc35993,NB48_LOSS_135,135,97,late_game_prize_pressure,2784770949,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,9,3,3,20.0,32.0,0.4,0.4,2,3,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__critical_hp_decision__e9f635fc63c3,NB48_LOSS_135,135,97,critical_hp_decision,366911398,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,10,4,4,35.0,44.0,0.7,0.55,2,3,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__counterfactual_side_early__59d2fd0c57d3,NB48_LOSS_135,135,97,counterfactual_side_early,441400482,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,3,1,1,5.0,8.0,0.1,0.1,5,6,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_135__counterfactual_side_late__a258fab3705a,NB48_LOSS_135,135,97,counterfactual_side_late,633588418,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,8,3,3,22.5,36.0,0.45,0.45,3,4,False,1,True,2.0,97,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_135.jsonl
NB48_LOSS_147__opening_zero_energy__998a605fa3c3,NB48_LOSS_147,147,98,opening_zero_energy,2283322145,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__opening_one_energy__c0cbf00ecf2c,NB48_LOSS_147,147,98,opening_one_energy,969404701,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__early_pressure__d3d6aeba1281,NB48_LOSS_147,147,98,early_pressure,3688329209,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,0.15,0.05,5,6,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__balanced_midgame__228f1d11acd7,NB48_LOSS_147,147,98,balanced_midgame,1710193511,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,5,2,2,12.5,20.0,0.25,0.25,4,5,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__player_under_pressure__57dacf3f12ff,NB48_LOSS_147,147,98,player_under_pressure,2529953608,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,2,3,25.0,12.0,0.5,0.15,4,4,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__opponent_under_pressure__85e53a72ca06,NB48_LOSS_147,147,98,opponent_under_pressure,1843084102,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,6,3,2,7.5,40.0,0.15,0.5,4,5,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__late_game_prize_pressure__106e609fdb5a,NB48_LOSS_147,147,98,late_game_prize_pressure,2314290596,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,9,3,3,20.0,32.0,0.4,0.4,2,3,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__critical_hp_decision__5bbc1524cd80,NB48_LOSS_147,147,98,critical_hp_decision,1054189145,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,10,4,4,35.0,44.0,0.7,0.55,2,3,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__counterfactual_side_early__fef6822200b4,NB48_LOSS_147,147,98,counterfactual_side_early,3395277893,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,3,1,1,5.0,8.0,0.1,0.1,5,6,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_147__counterfactual_side_late__a9b341356dc3,NB48_LOSS_147,147,98,counterfactual_side_late,456855657,FLIP,Player,Opponent,Opponent,Greedy Damage Baseline,Eevee,Charmander,8,3,3,22.5,36.0,0.45,0.45,3,4,False,1,True,2.0,98,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_147.jsonl
NB48_LOSS_159__opening_zero_energy__08eba4568264,NB48_LOSS_159,159,99,opening_zero_energy,785857026,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,1,0,0,0.0,0.0,0.0,0.0,6,7,False,1,True,2.0,99,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_159.jsonl
NB48_LOSS_159__opening_one_energy__4d5a6d8a2a20,NB48_LOSS_159,159,99,opening_one_energy,306927438,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,2,1,1,0.0,0.0,0.0,0.0,6,6,False,1,True,2.0,99,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_159.jsonl
NB48_LOSS_159__early_pressure__4ff2707a5dd3,NB48_LOSS_159,159,99,early_pressure,2856070035,PRESERVE,Player,Player,Player,Greedy Damage Baseline,Eevee,Charmander,3,1,2,7.5,4.0,0.15,0.05,5,6,False,1,True,2.0,99,D:\02_AI_and_Data\Kaggle-AI-Agents\PTCG_AI_Battle_Challenge\reports\notebook49\section7\scenario_traces\state_variants\NB48_LOSS_159.jsonl
