comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match
4WE_PAIR_023_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_023_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_023_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_003_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_010_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_022_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.019999999999999997,0.006666666666666668,0.04000000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.019999999999999997,0.006666666666666668,0.04000000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_004_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006666666666666654,0.039999999999999925,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_022_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_023_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_016_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_020_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.017999999999999905,0.005999999999999985,0.035999999999999914,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_016_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_022_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_023_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333319,0.03199999999999992,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_015_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_016_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_021_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_016_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True
4WE_PAIR_020_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_023_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_022_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True
4WE_PAIR_006_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014,0.004666666666666668,0.028000000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014,0.004666666666666668,0.028000000000000008,Quick Attack,Quick Attack,True
4WE_PAIR_004_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.013999999999999999,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True
4WE_PAIR_011_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.013999999999999901,0.0046666666666666514,0.027999999999999907,Quick Attack,Quick Attack,True
4WE_PAIR_005_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_012_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_015_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.0040000000000000036,0.02400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_021_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.0040000000000000036,0.02400000000000002,Quick Attack,Quick Attack,True
4WE_PAIR_005_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_006_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_011_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_012_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_016_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True
4WE_PAIR_023_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000002,0.02400000000000001,Quick Attack,Quick Attack,True
4WE_PAIR_015_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_016_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_021_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_022_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_022_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_023_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True
4WE_PAIR_006_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.003999999999999985,0.02399999999999991,Quick Attack,Quick Attack,True
4WE_PAIR_016_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.003999999999999985,0.02399999999999991,Quick Attack,Quick Attack,True
