comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank
4WE_PAIR_021_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.02200000000000002,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True,0.02200000000000002,0.007333333333333337,0.04400000000000002,850
4WE_PAIR_015_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True,0.022,0.007333333333333337,0.04400000000000002,851
4WE_PAIR_015_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True,0.022,0.007333333333333337,0.04400000000000002,852
4WE_PAIR_021_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True,0.022,0.007333333333333337,0.04400000000000002,853
4WE_PAIR_021_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.022,0.007333333333333337,0.04400000000000002,Quick Attack,Quick Attack,True,0.022,0.007333333333333337,0.04400000000000002,854
4WE_PAIR_003_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True,0.020000000000000018,0.007333333333333321,0.04399999999999993,855
4WE_PAIR_004_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True,0.020000000000000018,0.007333333333333321,0.04399999999999993,856
4WE_PAIR_010_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.007333333333333321,0.04399999999999993,Quick Attack,Quick Attack,True,0.020000000000000018,0.007333333333333321,0.04399999999999993,857
4WE_PAIR_005_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,858
4WE_PAIR_012_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,859
4WE_PAIR_011_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,860
4WE_PAIR_011_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,861
4WE_PAIR_016_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,862
4WE_PAIR_020_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,863
4WE_PAIR_020_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,864
4WE_PAIR_011_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,865
4WE_PAIR_020_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,866
4WE_PAIR_020_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,867
4WE_PAIR_022_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,868
4WE_PAIR_006_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,869
4WE_PAIR_015_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,870
4WE_PAIR_015_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,871
4WE_PAIR_016_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,872
4WE_PAIR_020_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,873
4WE_PAIR_021_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,874
4WE_PAIR_021_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.0066666666666666706,0.04000000000000002,Quick Attack,Quick Attack,True,0.020000000000000018,0.0066666666666666706,0.04000000000000002,875
4WE_PAIR_006_V04__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,876
4WE_PAIR_011_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,877
4WE_PAIR_011_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,878
4WE_PAIR_015_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,879
4WE_PAIR_021_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,880
4WE_PAIR_006_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,881
4WE_PAIR_011_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,882
4WE_PAIR_011_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,883
4WE_PAIR_016_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,884
4WE_PAIR_020_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.020000000000000018,0.006666666666666669,0.040000000000000015,Quick Attack,Quick Attack,True,0.020000000000000018,0.006666666666666669,0.040000000000000015,885
4WE_PAIR_006_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.019999999999999997,0.006666666666666668,0.04000000000000001,Quick Attack,Quick Attack,True,0.019999999999999997,0.006666666666666668,0.04000000000000001,886
4WE_PAIR_006_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.019999999999999997,0.006666666666666668,0.04000000000000001,Quick Attack,Quick Attack,True,0.019999999999999997,0.006666666666666668,0.04000000000000001,887
4WE_PAIR_004_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006666666666666654,0.039999999999999925,Quick Attack,Quick Attack,True,0.018000000000000016,0.006666666666666654,0.039999999999999925,888
4WE_PAIR_006_V01__PLAYER,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,889
4WE_PAIR_005_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,890
4WE_PAIR_012_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,891
4WE_PAIR_011_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,892
4WE_PAIR_011_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,893
4WE_PAIR_020_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,894
4WE_PAIR_022_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,895
4WE_PAIR_023_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,896
4WE_PAIR_005_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,897
4WE_PAIR_005_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,898
4WE_PAIR_006_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,899
4WE_PAIR_006_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,900
4WE_PAIR_011_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,901
4WE_PAIR_012_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,902
4WE_PAIR_012_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,903
4WE_PAIR_015_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,904
4WE_PAIR_016_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,905
4WE_PAIR_021_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000003,0.03600000000000002,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000003,0.03600000000000002,906
4WE_PAIR_020_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.018000000000000016,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True,0.018000000000000016,0.006000000000000002,0.03600000000000001,907
4WE_PAIR_005_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True,0.018,0.006000000000000002,0.03600000000000001,908
4WE_PAIR_005_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True,0.018,0.006000000000000002,0.03600000000000001,909
4WE_PAIR_012_V01__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True,0.018,0.006000000000000002,0.03600000000000001,910
4WE_PAIR_012_V04__OPPONENT,R0_CURRENT_BASELINE,R1_REMOVE_LEGAL_SIGNATURE,0.018,0.006000000000000002,0.03600000000000001,Quick Attack,Quick Attack,True,0.018,0.006000000000000002,0.03600000000000001,911
4WE_PAIR_020_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.017999999999999905,0.005999999999999985,0.035999999999999914,Quick Attack,Quick Attack,True,0.017999999999999905,0.005999999999999985,0.035999999999999914,912
4WE_PAIR_005_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,913
4WE_PAIR_006_V04__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,914
4WE_PAIR_012_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,915
4WE_PAIR_015_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,916
4WE_PAIR_016_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,917
4WE_PAIR_021_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,918
4WE_PAIR_006_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,919
4WE_PAIR_016_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,920
4WE_PAIR_005_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,921
4WE_PAIR_005_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,922
4WE_PAIR_011_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,923
4WE_PAIR_012_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,924
4WE_PAIR_012_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,925
4WE_PAIR_022_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,926
4WE_PAIR_023_V01__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333336,0.032000000000000015,927
4WE_PAIR_016_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016000000000000014,0.005333333333333319,0.03199999999999992,Quick Attack,Quick Attack,True,0.016000000000000014,0.005333333333333319,0.03199999999999992,928
4WE_PAIR_015_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016,0.005333333333333336,0.032000000000000015,929
4WE_PAIR_021_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.016,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.016,0.005333333333333336,0.032000000000000015,930
4WE_PAIR_005_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,931
4WE_PAIR_005_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,932
4WE_PAIR_012_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,933
4WE_PAIR_012_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,934
4WE_PAIR_015_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,935
4WE_PAIR_015_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,936
4WE_PAIR_016_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,937
4WE_PAIR_016_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,938
4WE_PAIR_021_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,939
4WE_PAIR_021_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,940
4WE_PAIR_005_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.014000000000000012,0.005333333333333336,0.032000000000000015,941
4WE_PAIR_012_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.014000000000000012,0.005333333333333336,0.032000000000000015,942
4WE_PAIR_016_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True,0.014000000000000012,0.00466666666666667,0.028000000000000018,943
4WE_PAIR_020_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True,0.014000000000000012,0.00466666666666667,0.028000000000000018,944
4WE_PAIR_006_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.028000000000000014,945
4WE_PAIR_023_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.028000000000000014,946
4WE_PAIR_006_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,947
4WE_PAIR_006_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,948
4WE_PAIR_022_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,949
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666652,0.027999999999999914,950
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666652,0.027999999999999914,951
