comparison_case_id,strategy_a,strategy_b,maximum_case_difference,mean_case_difference,l1_case_difference,prediction_a,prediction_b,predictions_match,maximum_probability_difference,mean_probability_difference,l1_probability_difference,global_rank,parsed_successfully,scenario_family,pair_number,case_variant,evaluation_side
4WE_PAIR_012_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,934,True,4WE,12,V04,OPPONENT
4WE_PAIR_015_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,935,True,4WE,15,V01,OPPONENT
4WE_PAIR_015_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,936,True,4WE,15,V04,OPPONENT
4WE_PAIR_016_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,937,True,4WE,16,V01,OPPONENT
4WE_PAIR_016_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,938,True,4WE,16,V04,OPPONENT
4WE_PAIR_021_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,939,True,4WE,21,V01,OPPONENT
4WE_PAIR_021_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.016,0.005333333333333335,0.03200000000000001,Quick Attack,Quick Attack,True,0.016,0.005333333333333335,0.03200000000000001,940,True,4WE,21,V04,OPPONENT
4WE_PAIR_005_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.014000000000000012,0.005333333333333336,0.032000000000000015,941,True,4WE,5,V01,PLAYER
4WE_PAIR_012_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.014000000000000012,0.005333333333333336,0.032000000000000015,942,True,4WE,12,V01,PLAYER
4WE_PAIR_016_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True,0.014000000000000012,0.00466666666666667,0.028000000000000018,943,True,4WE,16,V01,OPPONENT
4WE_PAIR_020_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.00466666666666667,0.028000000000000018,Quick Attack,Quick Attack,True,0.014000000000000012,0.00466666666666667,0.028000000000000018,944,True,4WE,20,V03,OPPONENT
4WE_PAIR_006_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.028000000000000014,945,True,4WE,6,V04,PLAYER
4WE_PAIR_023_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.028000000000000014,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.028000000000000014,946,True,4WE,23,V04,PLAYER
4WE_PAIR_006_V01__PLAYER,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,947,True,4WE,6,V01,PLAYER
4WE_PAIR_006_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,948,True,4WE,6,V01,OPPONENT
4WE_PAIR_022_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666669,0.02800000000000001,949,True,4WE,22,V04,PLAYER
4WE_PAIR_015_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666652,0.027999999999999914,950,True,4WE,15,V03,PLAYER
4WE_PAIR_021_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.014000000000000012,0.004666666666666652,0.027999999999999914,Quick Attack,Quick Attack,True,0.014000000000000012,0.004666666666666652,0.027999999999999914,951,True,4WE,21,V03,PLAYER
4WE_PAIR_006_V01__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014,0.004666666666666668,0.028000000000000008,Quick Attack,Quick Attack,True,0.014,0.004666666666666668,0.028000000000000008,952,True,4WE,6,V01,OPPONENT
4WE_PAIR_006_V04__OPPONENT,R0_CURRENT_BASELINE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.014,0.004666666666666668,0.028000000000000008,Quick Attack,Quick Attack,True,0.014,0.004666666666666668,0.028000000000000008,953,True,4WE,6,V04,OPPONENT
4WE_PAIR_004_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.013999999999999999,0.005333333333333336,0.032000000000000015,Quick Attack,Quick Attack,True,0.013999999999999999,0.005333333333333336,0.032000000000000015,954,True,4WE,4,V04,PLAYER
4WE_PAIR_011_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.013999999999999901,0.0046666666666666514,0.027999999999999907,Quick Attack,Quick Attack,True,0.013999999999999901,0.0046666666666666514,0.027999999999999907,955,True,4WE,11,V03,PLAYER
4WE_PAIR_005_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.01200000000000001,0.004666666666666669,0.02800000000000001,956,True,4WE,5,V04,PLAYER
4WE_PAIR_012_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004666666666666669,0.02800000000000001,Quick Attack,Quick Attack,True,0.01200000000000001,0.004666666666666669,0.02800000000000001,957,True,4WE,12,V04,PLAYER
4WE_PAIR_015_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.0040000000000000036,0.02400000000000002,Quick Attack,Quick Attack,True,0.01200000000000001,0.0040000000000000036,0.02400000000000002,958,True,4WE,15,V03,OPPONENT
4WE_PAIR_021_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.0040000000000000036,0.02400000000000002,Quick Attack,Quick Attack,True,0.01200000000000001,0.0040000000000000036,0.02400000000000002,959,True,4WE,21,V03,OPPONENT
4WE_PAIR_005_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000003,0.024000000000000014,960,True,4WE,5,V01,OPPONENT
4WE_PAIR_006_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000003,0.024000000000000014,961,True,4WE,6,V04,OPPONENT
4WE_PAIR_011_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000003,0.024000000000000014,962,True,4WE,11,V03,OPPONENT
4WE_PAIR_012_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000003,0.024000000000000014,963,True,4WE,12,V01,OPPONENT
4WE_PAIR_016_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000003,0.024000000000000014,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000003,0.024000000000000014,964,True,4WE,16,V04,OPPONENT
4WE_PAIR_023_V04__PLAYER,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000002,0.02400000000000001,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000002,0.02400000000000001,965,True,4WE,23,V04,PLAYER
4WE_PAIR_015_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,966,True,4WE,15,V01,OPPONENT
4WE_PAIR_016_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,967,True,4WE,16,V01,PLAYER
4WE_PAIR_021_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,968,True,4WE,21,V01,OPPONENT
4WE_PAIR_022_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,969,True,4WE,22,V01,OPPONENT
4WE_PAIR_022_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,970,True,4WE,22,V04,OPPONENT
4WE_PAIR_023_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.01200000000000001,0.004000000000000001,0.024000000000000007,971,True,4WE,23,V01,OPPONENT
4WE_PAIR_006_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.003999999999999985,0.02399999999999991,Quick Attack,Quick Attack,True,0.01200000000000001,0.003999999999999985,0.02399999999999991,972,True,4WE,6,V03,PLAYER
4WE_PAIR_016_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.01200000000000001,0.003999999999999985,0.02399999999999991,Quick Attack,Quick Attack,True,0.01200000000000001,0.003999999999999985,0.02399999999999991,973,True,4WE,16,V03,OPPONENT
4WE_PAIR_015_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.012,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.012,0.004000000000000001,0.024000000000000007,974,True,4WE,15,V01,PLAYER
4WE_PAIR_021_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.012,0.004000000000000001,0.024000000000000007,Quick Attack,Quick Attack,True,0.012,0.004000000000000001,0.024000000000000007,975,True,4WE,21,V01,PLAYER
4WE_PAIR_004_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.011999999999999997,0.004666666666666667,0.028000000000000004,Quick Attack,Quick Attack,True,0.011999999999999997,0.004666666666666667,0.028000000000000004,976,True,4WE,4,V01,OPPONENT
4WE_PAIR_004_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.011999999999999997,0.004666666666666667,0.028000000000000004,Quick Attack,Quick Attack,True,0.011999999999999997,0.004666666666666667,0.028000000000000004,977,True,4WE,4,V04,OPPONENT
4WE_PAIR_022_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.0119999999999999,0.003999999999999984,0.023999999999999903,Quick Attack,Quick Attack,True,0.0119999999999999,0.003999999999999984,0.023999999999999903,978,True,4WE,22,V03,PLAYER
4WE_PAIR_011_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.0119999999999999,0.003999999999999979,0.023999999999999876,Quick Attack,Quick Attack,True,0.0119999999999999,0.003999999999999979,0.023999999999999876,979,True,4WE,11,V02,PLAYER
4WE_PAIR_006_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333336,0.020000000000000018,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333336,0.020000000000000018,980,True,4WE,6,V02,PLAYER
4WE_PAIR_005_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,981,True,4WE,5,V04,OPPONENT
4WE_PAIR_012_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,982,True,4WE,12,V04,OPPONENT
4WE_PAIR_015_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,983,True,4WE,15,V04,OPPONENT
4WE_PAIR_020_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,984,True,4WE,20,V02,OPPONENT
4WE_PAIR_021_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,985,True,4WE,21,V04,OPPONENT
4WE_PAIR_023_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333353,0.02000000000000001,986,True,4WE,23,V04,OPPONENT
4WE_PAIR_015_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.010000000000000009,0.0033333333333333344,0.020000000000000007,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333344,0.020000000000000007,987,True,4WE,15,V01,OPPONENT
4WE_PAIR_015_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.010000000000000009,0.0033333333333333344,0.020000000000000007,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333344,0.020000000000000007,988,True,4WE,15,V04,OPPONENT
4WE_PAIR_021_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.010000000000000009,0.0033333333333333344,0.020000000000000007,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333344,0.020000000000000007,989,True,4WE,21,V01,OPPONENT
4WE_PAIR_021_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.010000000000000009,0.0033333333333333344,0.020000000000000007,Quick Attack,Quick Attack,True,0.010000000000000009,0.0033333333333333344,0.020000000000000007,990,True,4WE,21,V04,OPPONENT
4WE_PAIR_005_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333318,0.019999999999999907,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333318,0.019999999999999907,991,True,4WE,5,V03,OPPONENT
4WE_PAIR_005_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333318,0.019999999999999907,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333318,0.019999999999999907,992,True,4WE,5,V03,PLAYER
4WE_PAIR_006_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333318,0.019999999999999907,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333318,0.019999999999999907,993,True,4WE,6,V03,OPPONENT
4WE_PAIR_012_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333318,0.019999999999999907,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333318,0.019999999999999907,994,True,4WE,12,V03,OPPONENT
4WE_PAIR_012_V03__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.010000000000000009,0.003333333333333318,0.019999999999999907,Quick Attack,Quick Attack,True,0.010000000000000009,0.003333333333333318,0.019999999999999907,995,True,4WE,12,V03,PLAYER
4WE_PAIR_020_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.009999999999999998,0.003333333333333334,0.020000000000000004,Quick Attack,Quick Attack,True,0.009999999999999998,0.003333333333333334,0.020000000000000004,996,True,4WE,20,V01,OPPONENT
4WE_PAIR_020_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.009999999999999998,0.003333333333333334,0.020000000000000004,Quick Attack,Quick Attack,True,0.009999999999999998,0.003333333333333334,0.020000000000000004,997,True,4WE,20,V04,OPPONENT
4WE_PAIR_003_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.009999999999999995,0.004,0.024,Quick Attack,Quick Attack,True,0.009999999999999995,0.004,0.024,998,True,4WE,3,V04,PLAYER
4WE_PAIR_004_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.009999999999999995,0.004,0.024,Quick Attack,Quick Attack,True,0.009999999999999995,0.004,0.024,999,True,4WE,4,V01,PLAYER
4WE_PAIR_010_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.009999999999999995,0.004,0.024,Quick Attack,Quick Attack,True,0.009999999999999995,0.004,0.024,1000,True,4WE,10,V04,PLAYER
4WE_PAIR_020_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.009999999999999898,0.0033333333333333166,0.0199999999999999,Quick Attack,Quick Attack,True,0.009999999999999898,0.0033333333333333166,0.0199999999999999,1001,True,4WE,20,V02,PLAYER
4WE_PAIR_022_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.009999999999999898,0.0033333333333333166,0.0199999999999999,Quick Attack,Quick Attack,True,0.009999999999999898,0.0033333333333333166,0.0199999999999999,1002,True,4WE,22,V03,OPPONENT
4WE_PAIR_001_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.008000000000000007,0.0033333333333333353,0.02000000000000001,1003,True,4WE,1,V04,PLAYER
4WE_PAIR_008_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.0033333333333333353,0.02000000000000001,Quick Attack,Quick Attack,True,0.008000000000000007,0.0033333333333333353,0.02000000000000001,1004,True,4WE,8,V04,PLAYER
4WE_PAIR_007_V04__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.0033333333333333327,0.019999999999999997,Quick Attack,Quick Attack,True,0.008000000000000007,0.0033333333333333327,0.019999999999999997,1005,True,4WE,7,V04,PLAYER
4WE_PAIR_005_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666669,0.016000000000000014,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666669,0.016000000000000014,1006,True,4WE,5,V02,PLAYER
4WE_PAIR_012_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666669,0.016000000000000014,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666669,0.016000000000000014,1007,True,4WE,12,V02,PLAYER
4WE_PAIR_016_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666669,0.016000000000000014,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666669,0.016000000000000014,1008,True,4WE,16,V02,PLAYER
4WE_PAIR_015_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1009,True,4WE,15,V01,PLAYER
4WE_PAIR_016_V01__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1010,True,4WE,16,V01,OPPONENT
4WE_PAIR_016_V04__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1011,True,4WE,16,V04,OPPONENT
4WE_PAIR_021_V01__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1012,True,4WE,21,V01,PLAYER
4WE_PAIR_022_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1013,True,4WE,22,V01,OPPONENT
4WE_PAIR_022_V04__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1014,True,4WE,22,V04,OPPONENT
4WE_PAIR_023_V01__OPPONENT,R2_REMOVE_SIGNATURE_AND_COMPATIBILITY,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.008000000000000007,0.002666666666666668,0.016000000000000007,1015,True,4WE,23,V01,OPPONENT
4WE_PAIR_015_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.0026666666666666505,0.015999999999999903,Quick Attack,Quick Attack,True,0.008000000000000007,0.0026666666666666505,0.015999999999999903,1016,True,4WE,15,V02,OPPONENT
4WE_PAIR_016_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.0026666666666666505,0.015999999999999903,Quick Attack,Quick Attack,True,0.008000000000000007,0.0026666666666666505,0.015999999999999903,1017,True,4WE,16,V02,OPPONENT
4WE_PAIR_021_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.008000000000000007,0.0026666666666666505,0.015999999999999903,Quick Attack,Quick Attack,True,0.008000000000000007,0.0026666666666666505,0.015999999999999903,1018,True,4WE,21,V02,OPPONENT
4WE_PAIR_022_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.007999999999999998,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.007999999999999998,0.002666666666666668,0.016000000000000007,1019,True,4WE,22,V02,PLAYER
4WE_PAIR_023_V02__PLAYER,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.007999999999999998,0.002666666666666668,0.016000000000000007,Quick Attack,Quick Attack,True,0.007999999999999998,0.002666666666666668,0.016000000000000007,1020,True,4WE,23,V02,PLAYER
4WE_PAIR_023_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.007999999999999998,0.002666666666666663,0.01599999999999998,Quick Attack,Quick Attack,True,0.007999999999999998,0.002666666666666663,0.01599999999999998,1021,True,4WE,23,V02,OPPONENT
4WE_PAIR_011_V02__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.007999999999999998,0.0026666666666666492,0.015999999999999896,Quick Attack,Quick Attack,True,0.007999999999999998,0.0026666666666666492,0.015999999999999896,1022,True,4WE,11,V02,OPPONENT
4WE_PAIR_023_V03__OPPONENT,R1_REMOVE_LEGAL_SIGNATURE,R3_STATE_CENTRIC_POLICY,0.007999999999999998,0.0026666666666666492,0.015999999999999896,Quick Attack,Quick Attack,True,0.007999999999999998,0.0026666666666666492,0.015999999999999896,1023,True,4WE,23,V03,OPPONENT
